Yumilka Ruíz	26	Cuba	2004	08-29-04	Volleyball	0	0	1	1
Marta Sánchez	31	Cuba	2004	08-29-04	Volleyball	0	0	1	1
Andrea Sartoretti	33	Italy	2004	08-29-04	Volleyball	0	1	0	1
Marina Sheshenina	19	Russia	2004	08-29-04	Volleyball	0	1	0	1
Ventzislav Simeonov	27	Italy	2004	08-29-04	Volleyball	0	1	0	1
Lyubov Sokolova-Shashkova	26	Russia	2004	08-29-04	Volleyball	0	1	0	1
Song Nina	24	China	2004	08-29-04	Volleyball	1	0	0	1
Irina Tebenikhina	25	Russia	2004	08-29-04	Volleyball	0	1	0	1
Dulce Téllez	20	Cuba	2004	08-29-04	Volleyball	0	0	1	1
Sergey Tetyukhin	28	Russia	2004	08-29-04	Volleyball	0	0	1	1
Yelizaveta Tishchenko	29	Russia	2004	08-29-04	Volleyball	0	1	0	1
Paolo Tofoli	38	Italy	2004	08-29-04	Volleyball	0	1	0	1
Konstantin Ushakov	34	Russia	2004	08-29-04	Volleyball	0	0	1	1
Aleksey Verbov	22	Russia	2004	08-29-04	Volleyball	0	0	1	1
Valerio Vermiglio	28	Italy	2004	08-29-04	Volleyball	0	1	0	1
Wang Lina	26	China	2004	08-29-04	Volleyball	1	0	0	1
Yang Hao	24	China	2004	08-29-04	Volleyball	1	0	0	1
Andrey Yegorchev	26	Russia	2004	08-29-04	Volleyball	0	0	1	1
Zhang Na	24	China	2004	08-29-04	Volleyball	1	0	0	1
Zhang Ping	22	China	2004	08-29-04	Volleyball	1	0	0	1
Zhang Yuehong	28	China	2004	08-29-04	Volleyball	1	0	0	1
Zhao Ruirui	22	China	2004	08-29-04	Volleyball	1	0	0	1
Zhou Suhong	25	China	2004	08-29-04	Volleyball	1	0	0	1
Tai Aguero	23	Cuba	2000	10-01-00	Volleyball	1	0	0	1
Yevgeniya Artamonova-Estes	25	Russia	2000	10-01-00	Volleyball	0	1	0	1
Vladimir Batez	31	Serbia and Montenegro	2000	10-01-00	Volleyball	1	0	0	1
Yelena Batukhtina-Tyurina	29	Russia	2000	10-01-00	Volleyball	0	1	0	1
Anastasiya Belikova	21	Russia	2000	10-01-00	Volleyball	0	1	0	1
Regla Bell	30	Cuba	2000	10-01-00	Volleyball	1	0	0	1
Slobodan Boškan	25	Serbia and Montenegro	2000	10-01-00	Volleyball	1	0	0	1
Marco Bracci	34	Italy	2000	10-01-00	Volleyball	0	0	1	1
Mirko Corsano	26	Italy	2000	10-01-00	Volleyball	0	0	1	1
Marlenis Costa	27	Cuba	2000	10-01-00	Volleyball	1	0	0	1
Elisângela	21	Brazil	2000	10-01-00	Volleyball	0	0	1	1
Alessandro Fei	21	Italy	2000	10-01-00	Volleyball	0	0	1	1
Ana Ivis Fernández	27	Cuba	2000	10-01-00	Volleyball	1	0	0	1
Fofão	30	Brazil	2000	10-01-00	Volleyball	0	0	1	1
Mirka Francis	25	Cuba	2000	10-01-00	Volleyball	1	0	0	1
Yekaterina Gamova	19	Russia	2000	10-01-00	Volleyball	0	1	0	1
Andrea Gardini	34	Italy	2000	10-01-00	Volleyball	0	0	1	1
Aleksandr Gerasimov	25	Russia	2000	10-01-00	Volleyball	0	1	0	1
Andrija Geric	23	Serbia and Montenegro	2000	10-01-00	Volleyball	1	0	0	1
Andrea Giani	30	Italy	2000	10-01-00	Volleyball	0	0	1	1
Lena Godina	22	Russia	2000	10-01-00	Volleyball	0	1	0	1
Valery Goryushev	26	Russia	2000	10-01-00	Volleyball	0	1	0	1
Tatyana Gracheva	27	Russia	2000	10-01-00	Volleyball	0	1	0	1
Pasquale Gravina	30	Italy	2000	10-01-00	Volleyball	0	0	1	1
Nikola Grbic	27	Serbia and Montenegro	2000	10-01-00	Volleyball	1	0	0	1
Vladimir Grbic	29	Serbia and Montenegro	2000	10-01-00	Volleyball	1	0	0	1
Janina	27	Brazil	2000	10-01-00	Volleyball	0	0	1	1
Karin	28	Brazil	2000	10-01-00	Volleyball	0	0	1	1
Kátia	27	Brazil	2000	10-01-00	Volleyball	0	0	1	1
Aleksey Kazakov	24	Russia	2000	10-01-00	Volleyball	0	1	0	1
Kely	25	Brazil	2000	10-01-00	Volleyball	0	0	1	1
Vadim Khamuttskikh	30	Russia	2000	10-01-00	Volleyball	0	1	0	1
Kiki	20	Brazil	2000	10-01-00	Volleyball	0	0	1	1
Slobodan Kovac	33	Serbia and Montenegro	2000	10-01-00	Volleyball	1	0	0	1
Aleksey Kuleshov	21	Russia	2000	10-01-00	Volleyball	0	1	0	1
Leila	28	Brazil	2000	10-01-00	Volleyball	0	0	1	1
Mireya Luis	33	Cuba	2000	10-01-00	Volleyball	1	0	0	1
Luigi Mastrangelo	25	Italy	2000	10-01-00	Volleyball	0	0	1	1
Marco Meoni	27	Italy	2000	10-01-00	Volleyball	0	0	1	1
Ðula Mešter	28	Serbia and Montenegro	2000	10-01-00	Volleyball	1	0	0	1
Vasa Mijic	27	Serbia and Montenegro	2000	10-01-00	Volleyball	1	0	0	1
Ivan Miljkovic	21	Serbia and Montenegro	2000	10-01-00	Volleyball	1	0	0	1
Yevgeny Mitkov	28	Russia	2000	10-01-00	Volleyball	0	1	0	1
Nataliya Morozova	27	Russia	2000	10-01-00	Volleyball	0	1	0	1
Ruslan Olikhver	31	Russia	2000	10-01-00	Volleyball	0	1	0	1
Samuele Papi	27	Italy	2000	10-01-00	Volleyball	0	0	1	1
Olga Potashova	24	Russia	2000	10-01-00	Volleyball	0	1	0	1
Raquel	22	Brazil	2000	10-01-00	Volleyball	0	0	1	1
Ricarda	30	Brazil	2000	10-01-00	Volleyball	0	0	1	1
Simone Rosalba	24	Italy	2000	10-01-00	Volleyball	0	0	1	1
Yumilka Ruíz	22	Cuba	2000	10-01-00	Volleyball	1	0	0	1
Inessa Sargsyan	28	Russia	2000	10-01-00	Volleyball	0	1	0	1
Andrea Sartoretti	29	Italy	2000	10-01-00	Volleyball	0	0	1	1
Ilya Savelyev	29	Russia	2000	10-01-00	Volleyball	0	1	0	1
Igor Shulepov	27	Russia	2000	10-01-00	Volleyball	0	1	0	1
Lyubov Sokolova-Shashkova	22	Russia	2000	10-01-00	Volleyball	0	1	0	1
Sergey Tetyukhin	24	Russia	2000	10-01-00	Volleyball	0	1	0	1
Yelizaveta Tishchenko	25	Russia	2000	10-01-00	Volleyball	0	1	0	1
Paolo Tofoli	34	Italy	2000	10-01-00	Volleyball	0	0	1	1
Regla Torres	25	Cuba	2000	10-01-00	Volleyball	1	0	0	1
Konstantin Ushakov	30	Russia	2000	10-01-00	Volleyball	0	1	0	1
Yelena Vasilevskaya	22	Russia	2000	10-01-00	Volleyball	0	1	0	1
Virna	29	Brazil	2000	10-01-00	Volleyball	0	0	1	1
Goran Vujevic	27	Serbia and Montenegro	2000	10-01-00	Volleyball	1	0	0	1
Igor Vušurovic	25	Serbia and Montenegro	2000	10-01-00	Volleyball	1	0	0	1
Walewska	21	Brazil	2000	10-01-00	Volleyball	0	0	1	1
Roman Yakovlev	24	Russia	2000	10-01-00	Volleyball	0	1	0	1
Timo Boll	31	Germany	2012	08-12-12	Table Tennis	0	0	1	1
Ai Fukuhara	23	Japan	2012	08-12-12	Table Tennis	0	1	0	1
Guo Yue	24	China	2012	08-12-12	Table Tennis	1	0	0	1
Sayaka Hirano	27	Japan	2012	08-12-12	Table Tennis	0	1	0	1
Kasumi Ishikawa	19	Japan	2012	08-12-12	Table Tennis	0	1	0	1
Ju Se-Hyeok	32	South Korea	2012	08-12-12	Table Tennis	0	1	0	1
Li Jia Wei	30	Singapore	2012	08-12-12	Table Tennis	0	0	1	1
Ma Long	23	China	2012	08-12-12	Table Tennis	1	0	0	1
O Sang-Eun	35	South Korea	2012	08-12-12	Table Tennis	0	1	0	1
Bastian Steger	31	Germany	2012	08-12-12	Table Tennis	0	0	1	1
Wang Jue Gu	32	Singapore	2012	08-12-12	Table Tennis	0	0	1	1
Yu Seung-Min	29	South Korea	2012	08-12-12	Table Tennis	0	1	0	1
Timo Boll	27	Germany	2008	08-24-08	Table Tennis	0	1	0	1
Dang Ye-Seo	27	South Korea	2008	08-24-08	Table Tennis	0	0	1	1
Feng Tian Wei	21	Singapore	2008	08-24-08	Table Tennis	0	1	0	1
Kim Gyeong-A	31	South Korea	2008	08-24-08	Table Tennis	0	0	1	1
Li Jia Wei	27	Singapore	2008	08-24-08	Table Tennis	0	1	0	1
O Sang-Eun	31	South Korea	2008	08-24-08	Table Tennis	0	0	1	1
Dmitrij Ovtcharov	19	Germany	2008	08-24-08	Table Tennis	0	1	0	1
Park Mi-Yeong	26	South Korea	2008	08-24-08	Table Tennis	0	0	1	1
Christian Süß	23	Germany	2008	08-24-08	Table Tennis	0	1	0	1
Wang Jue Gu	28	Singapore	2008	08-24-08	Table Tennis	0	1	0	1
Yoon Jae-Young	25	South Korea	2008	08-24-08	Table Tennis	0	0	1	1
Yu Seung-Min	26	South Korea	2008	08-24-08	Table Tennis	0	0	1	1
Chen Qi	20	China	2004	08-29-04	Table Tennis	1	0	0	1
Guo Yue	16	China	2004	08-29-04	Table Tennis	0	0	1	1
Kim Gyeong-A	27	South Korea	2004	08-29-04	Table Tennis	0	0	1	1
Kim Hyang-Mi	24	North Korea	2004	08-29-04	Table Tennis	0	1	0	1
Ko Lai Chak	28	Hong Kong	2004	08-29-04	Table Tennis	0	1	0	1
Lee Eun-Sil	27	South Korea	2004	08-29-04	Table Tennis	0	1	0	1
Li Ching	29	Hong Kong	2004	08-29-04	Table Tennis	0	1	0	1
Ma Lin	24	China	2004	08-29-04	Table Tennis	1	0	0	1
Michael Maze	22	Denmark	2004	08-29-04	Table Tennis	0	0	1	1
Niu Jianfeng	23	China	2004	08-29-04	Table Tennis	0	0	1	1
Seog Eun-Mi	27	South Korea	2004	08-29-04	Table Tennis	0	1	0	1
Finn Tugwell	28	Denmark	2004	08-29-04	Table Tennis	0	0	1	1
Wang Hao	20	China	2004	08-29-04	Table Tennis	0	1	0	1
Wang Liqin	26	China	2004	08-29-04	Table Tennis	0	0	1	1
Wang Nan	25	China	2004	08-29-04	Table Tennis	1	0	0	1
Yu Seung-Min	22	South Korea	2004	08-29-04	Table Tennis	1	0	0	1
Chen Jing	31	Chinese Taipei	2000	10-01-00	Table Tennis	0	0	1	1
Patrick Chila	30	France	2000	10-01-00	Table Tennis	0	0	1	1
Jean-Philippe Gatien	31	France	2000	10-01-00	Table Tennis	0	0	1	1
Kim Mu-Gyo	25	South Korea	2000	10-01-00	Table Tennis	0	0	1	1
Sun Jin	20	China	2000	10-01-00	Table Tennis	0	1	0	1
Jan-Ove Waldner	34	Sweden	2000	10-01-00	Table Tennis	0	1	0	1
Wang Liqin	22	China	2000	10-01-00	Table Tennis	1	0	0	1
Yan Sen	25	China	2000	10-01-00	Table Tennis	1	0	0	1
Yang Ying	23	China	2000	10-01-00	Table Tennis	0	1	0	1
Yu Ji-Hye	24	South Korea	2000	10-01-00	Table Tennis	0	0	1	1
Alistair Brownlee	24	Great Britain	2012	08-12-12	Triathlon	1	0	0	1
Jonny Brownlee	22	Great Britain	2012	08-12-12	Triathlon	0	0	1	1
Erin Densham	27	Australia	2012	08-12-12	Triathlon	0	0	1	1
Javier Gómez	29	Spain	2012	08-12-12	Triathlon	0	1	0	1
Lisa Nordén	27	Sweden	2012	08-12-12	Triathlon	0	1	0	1
Nicola Spirig	30	Switzerland	2012	08-12-12	Triathlon	1	0	0	1
Bevan Docherty	31	New Zealand	2008	08-24-08	Triathlon	0	0	1	1
Vanessa Fernandes	22	Portugal	2008	08-24-08	Triathlon	0	1	0	1
Jan Frodeno	27	Germany	2008	08-24-08	Triathlon	1	0	0	1
Emma Moffatt	23	Australia	2008	08-24-08	Triathlon	0	0	1	1
Emma Snowsill	27	Australia	2008	08-24-08	Triathlon	1	0	0	1
Simon Whitfield	33	Canada	2008	08-24-08	Triathlon	0	1	0	1
Kate Allen	34	Austria	2004	08-29-04	Triathlon	1	0	0	1
Hamish Carter	33	New Zealand	2004	08-29-04	Triathlon	1	0	0	1
Bevan Docherty	27	New Zealand	2004	08-29-04	Triathlon	0	1	0	1
Loretta Harrop	29	Australia	2004	08-29-04	Triathlon	0	1	0	1
Sven Riederer	23	Switzerland	2004	08-29-04	Triathlon	0	0	1	1
Susan Williams	35	United States	2004	08-29-04	Triathlon	0	0	1	1
Michellie Jones	31	Australia	2000	10-01-00	Triathlon	0	1	0	1
Brigitte McMahon	33	Switzerland	2000	10-01-00	Triathlon	1	0	0	1
Magali Messmer	29	Switzerland	2000	10-01-00	Triathlon	0	0	1	1
Jan Rehula	26	Czech Republic	2000	10-01-00	Triathlon	0	0	1	1
Stephan Vuckovic	28	Germany	2000	10-01-00	Triathlon	0	1	0	1
Simon Whitfield	25	Canada	2000	10-01-00	Triathlon	1	0	0	1
Dong Dong	23	China	2012	08-12-12	Trampoline	1	0	0	1
He Wenna	23	China	2012	08-12-12	Trampoline	0	0	1	1
Huang Shanshan	26	China	2012	08-12-12	Trampoline	0	1	0	1
Lu Chunlong	23	China	2012	08-12-12	Trampoline	0	0	1	1
Rosie MacLennan	23	Canada	2012	08-12-12	Trampoline	1	0	0	1
Dmitry Ushakov	23	Russia	2012	08-12-12	Trampoline	0	1	0	1
Jason Burnett	21	Canada	2008	08-24-08	Trampoline	0	1	0	1
Karen Cockburn	28	Canada	2008	08-24-08	Trampoline	0	1	0	1
Dong Dong	19	China	2008	08-24-08	Trampoline	0	0	1	1
He Wenna	19	China	2008	08-24-08	Trampoline	1	0	0	1
Yekaterina Khilko	26	Uzbekistan	2008	08-24-08	Trampoline	0	0	1	1
Lu Chunlong	19	China	2008	08-24-08	Trampoline	1	0	0	1
Karen Cockburn	24	Canada	2004	08-29-04	Trampoline	0	1	0	1
Anna Dogonadze-Lilkendey	31	Germany	2004	08-29-04	Trampoline	1	0	0	1
Huang Shanshan	18	China	2004	08-29-04	Trampoline	0	0	1	1
Aleksandr Moskalenko	34	Russia	2004	08-29-04	Trampoline	0	1	0	1
Yuriy Nikitin	26	Ukraine	2004	08-29-04	Trampoline	1	0	0	1
Henrik Stehlik	23	Germany	2004	08-29-04	Trampoline	0	0	1	1
Karen Cockburn	20	Canada	2000	10-01-00	Trampoline	0	0	1	1
Irina Karavayeva	25	Russia	2000	10-01-00	Trampoline	1	0	0	1
Aleksandr Moskalenko	30	Russia	2000	10-01-00	Trampoline	1	0	0	1
Oksana Tsyhulova	26	Ukraine	2000	10-01-00	Trampoline	0	1	0	1
Mathieu Turgeon	21	Canada	2000	10-01-00	Trampoline	0	0	1	1
Ji Wallace	23	Australia	2000	10-01-00	Trampoline	0	1	0	1
Anastasiya Baryshnikova	21	Russia	2012	08-12-12	Taekwondo	0	0	1	1
Sebastian Crismanich	25	Argentina	2012	08-12-12	Taekwondo	1	0	0	1
Aleksey Denisenko	18	Russia	2012	08-12-12	Taekwondo	0	0	1	1
Robelis Despaigne	24	Cuba	2012	08-12-12	Taekwondo	0	0	1	1
María Espinoza	24	Mexico	2012	08-12-12	Taekwondo	0	0	1	1
Helena Fromm	25	Germany	2012	08-12-12	Taekwondo	0	0	1	1
Nicolás García	24	Spain	2012	08-12-12	Taekwondo	0	1	0	1
Joel González	22	Spain	2012	08-12-12	Taekwondo	1	0	0	1
Anne-Caroline Graffe	26	France	2012	08-12-12	Taekwondo	0	1	0	1
Marlene Harnois	25	France	2012	08-12-12	Taekwondo	0	0	1	1
Hou Yuzhuo	24	China	2012	08-12-12	Taekwondo	0	1	0	1
Hwang Gyeong-Seon	26	South Korea	2012	08-12-12	Taekwondo	1	0	0	1
Terrence Jennings	26	United States	2012	08-12-12	Taekwondo	0	0	1	1
Jade Jones	19	Great Britain	2012	08-12-12	Taekwondo	1	0	0	1
Lee Dae-Hun	20	South Korea	2012	08-12-12	Taekwondo	0	1	0	1
Liu Xiaobo	28	China	2012	08-12-12	Taekwondo	0	0	1	1
Milica Mandic	20	Serbia	2012	08-12-12	Taekwondo	1	0	0	1
Paige McPherson	21	United States	2012	08-12-12	Taekwondo	0	0	1	1
Carlo Molfetta	28	Italy	2012	08-12-12	Taekwondo	1	0	0	1
Mohammad Bagheri Motamed	26	Iran	2012	08-12-12	Taekwondo	0	1	0	1
Lutalo Muhammad	21	Great Britain	2012	08-12-12	Taekwondo	0	0	1	1
Oscar Muñoz	19	Colombia	2012	08-12-12	Taekwondo	0	0	1	1
Rohullah Nikpai	25	Afghanistan	2012	08-12-12	Taekwondo	0	0	1	1
Anthony Obame	23	Gabon	2012	08-12-12	Taekwondo	0	1	0	1
Mauro Sarmiento	29	Italy	2012	08-12-12	Taekwondo	0	0	1	1
Chanatip Sonkham	21	Thailand	2012	08-12-12	Taekwondo	0	0	1	1
Nur Tatar	19	Turkey	2012	08-12-12	Taekwondo	0	1	0	1
Servet Tazegül	23	Turkey	2012	08-12-12	Taekwondo	1	0	0	1
Tseng Li-Cheng	25	Chinese Taipei	2012	08-12-12	Taekwondo	0	0	1	1
Wu Jingyu	25	China	2012	08-12-12	Taekwondo	1	0	0	1
Brigitte Yagüe	31	Spain	2012	08-12-12	Taekwondo	0	1	0	1
Lucija Zaninovic	25	Croatia	2012	08-12-12	Taekwondo	0	0	1	1
Arman Chilmanov	24	Kazakhstan	2008	08-24-08	Taekwondo	0	0	1	1
Chu Mu-Yen	26	Chinese Taipei	2008	08-24-08	Taekwondo	0	0	1	1
Chika Chukwumerije	24	Nigeria	2008	08-24-08	Taekwondo	0	0	1	1
Dalia Contreras	24	Venezuela	2008	08-24-08	Taekwondo	0	0	1	1
Gwladys Epangue	25	France	2008	08-24-08	Taekwondo	0	0	1	1
María Espinoza	20	Mexico	2008	08-24-08	Taekwondo	1	0	0	1
Natália Falavigna	24	Brazil	2008	08-24-08	Taekwondo	0	0	1	1
Hwang Gyeong-Seon	22	South Korea	2008	08-24-08	Taekwondo	1	0	0	1
Im Su-Jeong	22	South Korea	2008	08-24-08	Taekwondo	1	0	0	1
Ja Dong-Min	21	South Korea	2008	08-24-08	Taekwondo	1	0	0	1
Diana Lopez	24	United States	2008	08-24-08	Taekwondo	0	0	1	1
Mark Lopez	26	United States	2008	08-24-08	Taekwondo	0	1	0	1
Steven Lopez	29	United States	2008	08-24-08	Taekwondo	0	0	1	1
Yulis Mercedes	28	Dominican Republic	2008	08-24-08	Taekwondo	0	1	0	1
Daynellis Montejo	23	Cuba	2008	08-24-08	Taekwondo	0	0	1	1
Alexandros Nikolaidis	28	Greece	2008	08-24-08	Taekwondo	0	1	0	1
Rohullah Nikpai	21	Afghanistan	2008	08-24-08	Taekwondo	0	0	1	1
Guillermo Pérez	28	Mexico	2008	08-24-08	Taekwondo	1	0	0	1
Buttree Puedpong	17	Thailand	2008	08-24-08	Taekwondo	0	1	0	1
Hadi Saei	32	Iran	2008	08-24-08	Taekwondo	1	0	0	1
Sandra Šaric	24	Croatia	2008	08-24-08	Taekwondo	0	0	1	1
Mauro Sarmiento	25	Italy	2008	08-24-08	Taekwondo	0	1	0	1
Karine Sergerie	23	Canada	2008	08-24-08	Taekwondo	0	1	0	1
Nina Solheim	29	Norway	2008	08-24-08	Taekwondo	0	1	0	1
Son Tae-Jin	20	South Korea	2008	08-24-08	Taekwondo	1	0	0	1
Sarah Stevenson	25	Great Britain	2008	08-24-08	Taekwondo	0	0	1	1
Sung Yu-Chi	26	Chinese Taipei	2008	08-24-08	Taekwondo	0	0	1	1
Azize Tanrikulu	22	Turkey	2008	08-24-08	Taekwondo	0	1	0	1
Servet Tazegül	19	Turkey	2008	08-24-08	Taekwondo	0	0	1	1
Wu Jingyu	21	China	2008	08-24-08	Taekwondo	1	0	0	1
Zhu Guo	23	China	2008	08-24-08	Taekwondo	0	0	1	1
Martina Zubcic	19	Croatia	2008	08-24-08	Taekwondo	0	0	1	1
Nia Abdallah	20	United States	2004	08-29-04	Taekwondo	0	1	0	1
Myriam Baverel	23	France	2004	08-29-04	Taekwondo	0	1	0	1
Yaowapa Boorapolchai	19	Thailand	2004	08-29-04	Taekwondo	0	0	1	1
Adriana Carmona	30	Venezuela	2004	08-29-04	Taekwondo	0	0	1	1
Chen Shih-Hsien	25	Chinese Taipei	2004	08-29-04	Taekwondo	1	0	0	1
Chen Zhong	21	China	2004	08-29-04	Taekwondo	1	0	0	1
Chu Mu-Yen	22	Chinese Taipei	2004	08-29-04	Taekwondo	1	0	0	1
Pascal Gentil	31	France	2004	08-29-04	Taekwondo	0	0	1	1
Huang Chih-Hsiung	27	Chinese Taipei	2004	08-29-04	Taekwondo	0	1	0	1
Hwang Gyeong-Seon	18	South Korea	2004	08-29-04	Taekwondo	0	0	1	1
Jang Ji-Won	24	South Korea	2004	08-29-04	Taekwondo	1	0	0	1
Youssef Karami	21	Iran	2004	08-29-04	Taekwondo	0	0	1	1
Yanely Labrada	22	Cuba	2004	08-29-04	Taekwondo	0	1	0	1
Steven Lopez	25	United States	2004	08-29-04	Taekwondo	1	0	0	1
Luo Wei	21	China	2004	08-29-04	Taekwondo	1	0	0	1
Mun Dae-Seong	27	South Korea	2004	08-29-04	Taekwondo	1	0	0	1
Elli Mystakidou	27	Greece	2004	08-29-04	Taekwondo	0	1	0	1
Alexandros Nikolaidis	24	Greece	2004	08-29-04	Taekwondo	0	1	0	1
Hadi Saei	28	Iran	2004	08-29-04	Taekwondo	1	0	0	1
Tamer Salah	22	Egypt	2004	08-29-04	Taekwondo	0	0	1	1
Iridia Salazar	22	Mexico	2004	08-29-04	Taekwondo	0	0	1	1
Óscar Salazar	26	Mexico	2004	08-29-04	Taekwondo	0	1	0	1
Song Myeong-Seop	20	South Korea	2004	08-29-04	Taekwondo	0	0	1	1
Bahri Tanrikulu	24	Turkey	2004	08-29-04	Taekwondo	0	1	0	1
Hamide Bikçin	22	Turkey	2000	10-01-00	Taekwondo	0	0	1	1
Dominique Bosshart	22	Canada	2000	10-01-00	Taekwondo	0	0	1	1
Lauren Burns	26	Australia	2000	10-01-00	Taekwondo	1	0	0	1
Chen Zhong	17	China	2000	10-01-00	Taekwondo	1	0	0	1
Chi Shu-Ju	17	Chinese Taipei	2000	10-01-00	Taekwondo	0	0	1	1
Faissal Ebnoutalib	29	Germany	2000	10-01-00	Taekwondo	0	1	0	1
Gabriel Esparza	27	Spain	2000	10-01-00	Taekwondo	0	1	0	1
Víctor Estrada	28	Mexico	2000	10-01-00	Taekwondo	0	0	1	1
Pascal Gentil	27	France	2000	10-01-00	Taekwondo	0	0	1	1
Trude Gundersen	23	Norway	2000	10-01-00	Taekwondo	0	1	0	1
Huang Chih-Hsiung	23	Chinese Taipei	2000	10-01-00	Taekwondo	0	0	1	1
Nataliya Ivanova	29	Russia	2000	10-01-00	Taekwondo	0	1	0	1
Jung Jae-Eun	20	South Korea	2000	10-01-00	Taekwondo	1	0	0	1
Kim Gyeong-Hun	25	South Korea	2000	10-01-00	Taekwondo	1	0	0	1
Lee Seon-Hui	21	South Korea	2000	10-01-00	Taekwondo	1	0	0	1
Steven Lopez	21	United States	2000	10-01-00	Taekwondo	1	0	0	1
Ángel Matos	23	Cuba	2000	10-01-00	Taekwondo	1	0	0	1
Urbia Meléndez	28	Cuba	2000	10-01-00	Taekwondo	0	1	0	1
Mikhail Mouroutsos	20	Greece	2000	10-01-00	Taekwondo	1	0	0	1
Yoriko Okamoto	29	Japan	2000	10-01-00	Taekwondo	0	0	1	1
Hadi Saei	24	Iran	2000	10-01-00	Taekwondo	0	0	1	1
Sin Jun-Sik	20	South Korea	2000	10-01-00	Taekwondo	0	1	0	1
Tr?n Hi?u Ngân	26	Vietnam	2000	10-01-00	Taekwondo	0	1	0	1
Daniel Trenton	23	Australia	2000	10-01-00	Taekwondo	0	1	0	1
Julien Benneteau	30	France	2012	08-12-12	Tennis	0	0	1	1
Bob Bryan	34	United States	2012	08-12-12	Tennis	1	0	0	1
Juan Martín del Potro	23	Argentina	2012	08-12-12	Tennis	0	0	1	1
Roger Federer	30	Switzerland	2012	08-12-12	Tennis	0	1	0	1
Richard Gasquet	26	France	2012	08-12-12	Tennis	0	0	1	1
Andrea Hlavácková	25	Czech Republic	2012	08-12-12	Tennis	0	1	0	1
Lucie Hradecká	27	Czech Republic	2012	08-12-12	Tennis	0	1	0	1
Mariya Kirilenko	25	Russia	2012	08-12-12	Tennis	0	0	1	1
Michaël Llodra	32	France	2012	08-12-12	Tennis	0	1	0	1
Max Mirnyi	35	Belarus	2012	08-12-12	Tennis	1	0	0	1
Nadiya Petrova	30	Russia	2012	08-12-12	Tennis	0	0	1	1
Lisa Raymond	38	United States	2012	08-12-12	Tennis	0	0	1	1
Laura Robson	18	Great Britain	2012	08-12-12	Tennis	0	1	0	1
Mariya Sharapova	25	Russia	2012	08-12-12	Tennis	0	1	0	1
Jo-Wilfried Tsonga	27	France	2012	08-12-12	Tennis	0	1	0	1
Venus Williams	32	United States	2012	08-12-12	Tennis	1	0	0	1
Simon Aspelin	34	Sweden	2008	08-24-08	Tennis	0	1	0	1
Bob Bryan	30	United States	2008	08-24-08	Tennis	0	0	1	1
Mike Bryan	30	United States	2008	08-24-08	Tennis	0	0	1	1
Yelena Dementyeva	26	Russia	2008	08-24-08	Tennis	1	0	0	1
Roger Federer	27	Switzerland	2008	08-24-08	Tennis	1	0	0	1
Fernando González	28	Chile	2008	08-24-08	Tennis	0	1	0	1
Thomas Johansson	33	Sweden	2008	08-24-08	Tennis	0	1	0	1
Anabel Medina	26	Spain	2008	08-24-08	Tennis	0	1	0	1
Rafael Nadal	22	Spain	2008	08-24-08	Tennis	1	0	0	1
Vivi Ruano	34	Spain	2008	08-24-08	Tennis	0	1	0	1
Dinara Safina	22	Russia	2008	08-24-08	Tennis	0	1	0	1
Stanislas Wawrinka	23	Switzerland	2008	08-24-08	Tennis	1	0	0	1
Serena Williams	26	United States	2008	08-24-08	Tennis	1	0	0	1
Venus Williams	28	United States	2008	08-24-08	Tennis	1	0	0	1
Yan Zi	23	China	2008	08-24-08	Tennis	0	0	1	1
Zheng Jie	25	China	2008	08-24-08	Tennis	0	0	1	1
Vera Zvonaryova	23	Russia	2008	08-24-08	Tennis	0	0	1	1
Novak Ðokovic	21	Serbia	2008	08-24-08	Tennis	0	0	1	1
Mario Ancic	20	Croatia	2004	08-29-04	Tennis	0	0	1	1
Mardy Fish	22	United States	2004	08-29-04	Tennis	0	1	0	1
Justine Henin-Hardenne	22	Belgium	2004	08-29-04	Tennis	1	0	0	1
Nicolas Kiefer	27	Germany	2004	08-29-04	Tennis	0	1	0	1
Li Ting	24	China	2004	08-29-04	Tennis	1	0	0	1
Ivan Ljubicic	25	Croatia	2004	08-29-04	Tennis	0	0	1	1
Conchita Martínez	32	Spain	2004	08-29-04	Tennis	0	1	0	1
Amélie Mauresmo	25	France	2004	08-29-04	Tennis	0	1	0	1
Alicia Molik	23	Australia	2004	08-29-04	Tennis	0	0	1	1
Vivi Ruano	30	Spain	2004	08-29-04	Tennis	0	1	0	1
Rainer Schüttler	28	Germany	2004	08-29-04	Tennis	0	1	0	1
Paola Suárez	28	Argentina	2004	08-29-04	Tennis	0	0	1	1
Sun Tiantian	22	China	2004	08-29-04	Tennis	1	0	0	1
Patricia Tarabini	36	Argentina	2004	08-29-04	Tennis	0	0	1	1
Kristie Boogert	26	Netherlands	2000	10-01-00	Tennis	0	1	0	1
Els Callens	30	Belgium	2000	10-01-00	Tennis	0	0	1	1
Alex Corretja	26	Spain	2000	10-01-00	Tennis	0	0	1	1
Albert Costa	25	Spain	2000	10-01-00	Tennis	0	0	1	1
Yelena Dementyeva	18	Russia	2000	10-01-00	Tennis	0	1	0	1
Arnaud Di Pasquale	21	France	2000	10-01-00	Tennis	0	0	1	1
Tommy Haas	22	Germany	2000	10-01-00	Tennis	0	1	0	1
